#It is the results of ./data/COVID19 DEATH.csv
naive: [259918.165385838, 128718.81836502661, 88076.83307393725, 63979.0116453773, 51452.548648127515, 43396.133884729476, 36436.96826605073, 32445.028015144733, 28803.4476141967, 25854.670385412166]
Order_based: [180413.12081180586, 75920.72361200713, 56226.33966718529, 41517.45143252651, 34035.98719718364, 34168.95837697775, 33417.77475014507, 28572.498049197828, 17589.822474359542, 19289.46783488387]
discontin_pp: [84152.73923566262, 41897.698358465976, 26671.015495842068, 24021.586978020892, 17303.274539833794, 14623.545199329596, 13024.920548563148, 11568.97826461379, 11014.372580444719, 9818.445470928407]
PeGaSus_delaypp: [280678.15293107764, 145344.33467830368, 90466.95750084784, 67380.78052524841, 54954.04089197132, 47427.75754193301, 39729.39182154753, 34040.12656734871, 30625.169429955444, 28467.50969144541]
pegasus: [296207.6911669884, 145887.39729966442, 96482.1947935033, 69714.71509062564, 57233.07193922083, 47645.767996459086, 43044.67480371555, 36542.92598532052, 31896.08082418762, 29404.382324487262]
contin_noisered: [229446.14067239343, 119154.7011111227, 75828.8305562974, 58082.869248635005, 47259.35828233583, 39531.06911365867, 33681.944989594005, 28824.645346910263, 26172.24807376735, 23816.59583864038]
contin_noisered_close: [229187.09969216533, 119564.52243005138, 76072.87985583827, 56670.929550976165, 46713.30449471243, 39415.03365570755, 32942.68617006839, 28534.816225958457, 25321.943776975873, 23112.239920178665]
#It is the results of ./data/INFLUENZA DEATHS.csv
naive: [16216.573624541596, 7969.667923654447, 5506.0512647849155, 4028.0005643079908, 3262.885364318615, 2737.355661978908, 2322.692847834838, 2006.2362225844943, 1787.9150580852431, 1629.4087729970383]
Order_based: [9877.811660826068, 4910.066844066427, 3520.7828763330626, 3137.1146604494393, 2458.640294780203, 1462.5312012634356, 1586.348428227563, 1527.29593697843, 1141.7433277291987, 1220.2880493785615]
discontin_pp: [4969.955273637197, 2473.5365317607584, 1600.945163586033, 1160.508170984008, 1066.3046400898486, 878.6468274391466, 711.4860488002299, 653.9205856570456, 561.8444536034424, 512.2973241926628]
PeGaSus_delaypp: [17461.840360993512, 8630.792775881926, 5865.636650870432, 4317.515887268973, 3559.927925951901, 2898.4099659226385, 2523.7189706348026, 2165.4714406358585, 1912.757586920557, 1730.1636398514397]
pegasus: [18033.30716446868, 8971.016614132153, 6067.255192058547, 4446.15053799942, 3536.923555932909, 3027.6554620580255, 2597.3710542884646, 2323.583104030377, 2003.12422706389, 1815.6512854033303]
contin_noisered: [14417.11748091196, 7242.354607073268, 4680.881383252219, 3666.064958232134, 2890.3664386420096, 2411.4950535546054, 2060.354846075993, 1856.1884943536588, 1606.6735127474362, 1464.6175947061688]
contin_noisered_close: [13992.060056994664, 7327.604359336338, 4816.313339491846, 3590.2560991902765, 2966.979357132385, 2440.802513668157, 2055.370164868479, 1800.946997916762, 1636.521735151496, 1461.1517552427267]
#It is the results of ./data/PNEUMONIA DEATHS.csv
naive: [155687.80894246558, 78078.45149703656, 52281.8590612056, 40238.236956869994, 31942.321523473296, 26267.479952366797, 22470.218538588073, 19411.639106895185, 17378.49500196871, 15940.592998749311]
Order_based: [93610.91300156631, 39161.193259077976, 36109.420696798115, 23173.431548355766, 23198.598645886705, 17591.294889933582, 15268.32816511057, 12335.93493156442, 11299.046736573482, 11490.007154944555]
discontin_pp: [46528.301660223646, 24500.93434694676, 16303.779619565572, 11982.647355385077, 10071.831506571372, 7881.049776241208, 7500.755880621272, 7037.09646153572, 5900.133982635153, 5167.481092942668]
PeGaSus_delaypp: [167342.40891879465, 84256.19277514439, 56236.9826202173, 42337.68557081073, 33445.27833005053, 28371.71539266778, 23875.44957258242, 21806.616868587356, 18678.788261514925, 17245.87073074187]
pegasus: [173879.7392669978, 86729.09355940313, 56948.24214608177, 43934.64487201606, 34885.344792613614, 28797.92589071964, 24957.312400781673, 21719.475102504963, 19793.70396062955, 17903.49521525502]
contin_noisered: [136465.84926209672, 69752.46943641039, 46877.65039911244, 34739.347180609664, 28197.621563857712, 24458.63379187983, 19761.684099585476, 17900.445781745388, 15568.618391855853, 14254.468885333152]
contin_noisered_close: [141967.3801835749, 73009.51949336632, 45509.15777078026, 34689.092598018455, 27349.408608996346, 23124.995229304164, 20455.319539374756, 17310.947253497354, 15338.310734881234, 13867.936076988302]
#It is the results of ./data/TOTAL DEATH.csv
naive: [675864.8456947033, 342290.69599953707, 223030.16964829798, 169491.62027998324, 135875.47802197037, 111746.25666599341, 96623.18047721297, 85438.22652860182, 75225.0097974498, 69331.9579495814]
Order_based: [370672.86994363053, 245774.66481827837, 116866.56353748457, 103311.66310615941, 91897.74512137819, 88603.053782525, 47802.17524259751, 58758.733222220864, 54976.0148262679, 42182.27932631341]
discontin_pp: [209981.35851467386, 106690.18232312985, 65997.68133294037, 53950.04227977288, 45271.21588466016, 34966.7882071052, 29272.781155187706, 28131.57496837962, 24174.01471935786, 21147.544716206372]
